label,gender,ideology_binary,ideology_multiclass
e9684acc46e5bab20be8df7ff8f14c26,female,left,moderate_left
805ffd60c90b08ffbd75a6adecbe9dd6,female,left,moderate_left
81d048bfb57919300430762bcf13e7e8,female,left,moderate_left
3e05c7190745f2436a3248c6537333bc,female,left,moderate_left
5853c1a0b121e39ea5d0bfacb56553f2,female,right,moderate_right
d69dae4f0d7131759a8d46a0c685d9c4,female,left,moderate_left
95a5a919ac96f0e98b424a71b21b024a,female,left,moderate_left
3024dbb84b0fe77802992e14aad87d91,female,left,moderate_left
dedf03978d14927f85f42c8a903d00d5,female,left,moderate_left
6b27bf4ac0d8af5f743c97f73245ddf4,female,right,moderate_right
94140f64db4fd2e3e48b4970d4d8538a,female,left,moderate_left
f02fda66dbd5cb525a102fc3de098df6,male,left,moderate_left
02b517e244888f00891fd5a29edf69e0,female,left,moderate_left
1c6d1abf4b8f7d4cb89059c7c72fb25d,female,left,moderate_left
9b0e5277f1669f94d67ff4a6766c4f37,female,right,moderate_right
c3fa4dc4024de9198e8b971ca78cae13,female,left,moderate_left
