label,gender,ideology_binary,ideology_multiclass,tweet
00483c4cd74379bc24034ae4085f852e,male,left,left,"Gracias al llamamiento de boicot de los ultraderechistas pidiendo que ""lo lea Txapote"" el libro 'Florentino Pérez, el poder del palco' es el libro más vendido de política."
00483c4cd74379bc24034ae4085f852e,male,left,left,"Este viernes presento 'QATAR. Sangre, Dinero y Fútbol' de @user en Cádiz con el gran capitán Garrido en la Librería María Zambrano. No faltéis."
00483c4cd74379bc24034ae4085f852e,male,left,left,"Hoy, 4ª huelga general en los últimos 20 días en Francia contra la reforma de las pensiones del neoliberal Macron. Mientras, en España la última huelga general fue hace 11 años."
00483c4cd74379bc24034ae4085f852e,male,left,left,"Ya está disponible la entrevista en @user Hablamos de todo menos de la Caixa, que no me dejó @user ..."
00483c4cd74379bc24034ae4085f852e,male,left,left,"Ayer, la mayor huelga general de la última década en Francia con 2,5 millones de manifestantes. Hoy, la mayor huelga general de la última década en Reino Unido con medio millón de manifestantes. Mientras, se cumplen más de 12 años sin una huelga general en España."
00483c4cd74379bc24034ae4085f852e,male,left,left,"El ""liberal"" Kike Sarasola puso un pisito a Albert [POLITICIAN] y [POLITICIAN]. Su padre era íntimo de Felipe González y del narco Pablo Escobar. Su empresa Room Mate entró en quiebra hace 6 meses. Recibió 2,4M€ de créditos ICO. Ahora vuelve a presidir la empresa con hoteles 5 estrellas."
00483c4cd74379bc24034ae4085f852e,male,left,left,Pilar Rubio tiene un jet privado con el que viaja todas las semanas desde París y es una de las multimillonarias que más contamina en España. Desprestigia así el trabajo que hace el personal docente en los colegios.
00483c4cd74379bc24034ae4085f852e,male,left,left,"Hoy han sido detenidos 2 agentes de la Policía Nacional y uno de la Guardia Civil por pertenecer a una organización criminal de narcotráfico por la que entraron 350 kilos de cocaína por el puerto de Málaga. Otro ""caso aislado""."
00483c4cd74379bc24034ae4085f852e,male,left,left,"Hoy, el Tribunal Supremo ha dictaminado que el Hotel en la playa del Algarrobico es ""plenamente legal"" y prohíbe la demolición. Seguirá en pie este hotel fantasma de 21 plantas y 411 habitaciones en pleno Parque Natural del Cabo de Gata en Almería. La España corrupta del pelotazo"
00483c4cd74379bc24034ae4085f852e,male,left,left,La madre de la reina Sofía y abuela de Felipe VI con el uniforme nazi.
00483c4cd74379bc24034ae4085f852e,male,left,left,@user Está recogido en el libro. Y explico cómo la familia de Kroos era comunista.
00483c4cd74379bc24034ae4085f852e,male,left,left,Benedicto XVI le dijo al ultraderechista Fernández Díaz que los independentistas catalanes eran un diablo que quería destruir España.
00483c4cd74379bc24034ae4085f852e,male,left,left,Hoy ha fallecido el gran cineasta Carlos Saura. En la película 'Taxi' hizo una radiografía sobre la ultraderecha en España.
00483c4cd74379bc24034ae4085f852e,male,left,left,El 12 de octubre tendré la oportunidad de charlar en @user con el activista Bernardo Caal. Ha estado 4 años en prisión por enfrentarse a Florentino Pérez que con su empresa destrozó ríos dejando sin agua a miles de indígenas en Guatemala. Ferreras y cía callan en España.
00483c4cd74379bc24034ae4085f852e,male,left,left,Ningún policía ha sido sancionado en los últimos 7 años por no llevar visible su identificación. Impunidad policial en España.
00483c4cd74379bc24034ae4085f852e,male,left,left,Hoy [POLITICIAN] vuelve a las pantallas en Mediaset. Su marido Juan Muñoz contrató a Villarejo y ha llegado a un pacto con Fiscalía para eludir la cárcel. El excomisario desveló que se reunía con la presentadora y era ella la que le hacía los encargos personalmente. Cloacas.
00483c4cd74379bc24034ae4085f852e,male,left,left,"Mil gracias a los que habéis puesto 'Florentino Pérez, el poder del palco' como el libro más vendido de política este año. Brindemos por el 2023. ¡Salud y República sin Florentinos!"
00483c4cd74379bc24034ae4085f852e,male,left,left,Hoy ha sido condenado Alonso [POLITICIAN] Botella por conducción temeraria en Suiza. Su hermano José María [POLITICIAN] Botella ya fue condenado en Italia y le retiraron el carnet por ir a más de 160km/h con su Porsche.
00483c4cd74379bc24034ae4085f852e,male,left,left,"@user A mi salud y a la del resto de españoles, panda de ladrones y chorizos. Creo que con ese cabezón sin neuronas y ese oído para la música no estás para hablar de orejas ajenas."
00483c4cd74379bc24034ae4085f852e,male,left,left,"Hoy ha sido condenado a 15 meses de prisión un agente neonazi de la Guardia Civil por difundir bulos contra menores migrantes haciéndolos pasar por violadores. La pena ha quedado suspendida con un curso de reeducación y podrá seguir en el cuerpo policial. Para ""servir y proteger"""
00483c4cd74379bc24034ae4085f852e,male,left,left,"Hoy han sido condenadas a 6 meses de prisión tres mujeres feministas por las protestas en la Huelga del 8-M en el Bages de Catalunya. La ""justicia"" en España."
00483c4cd74379bc24034ae4085f852e,male,left,left,En este sistema hay que decir lo obvio: una profesora vale más que Pilar Rubio y Sergio Ramos.
00483c4cd74379bc24034ae4085f852e,male,left,left,La Policía de Macron golpeando hoy a los periodistas que cubrían la huelga general en Francia.
00483c4cd74379bc24034ae4085f852e,male,left,left,"""¡Tienen ustedes una policía reclutada entre la canalla más canalla!"", Max Estrella , Luces de Bohemia, Valle-Inclán."
00483c4cd74379bc24034ae4085f852e,male,left,left,Este asesino se llama David Maroto y ha matado a su expareja y a la hija de ella de 8 años tras apuñalarlas por la espalda en Valladolid. Había sido denunciado por violencia machista por su anterior pareja. La víctima lo desconocía.
00483c4cd74379bc24034ae4085f852e,male,left,left,Hoy cumpliría 81 años Julio Anguita. Este fue el último consejo que dio a los jóvenes antes de morir.
00483c4cd74379bc24034ae4085f852e,male,left,left,"Estos 2 magistrados con el mandato caducado se llaman Pedro González-Trevijano y Antonio Narváez. Hoy, el Tribunal Constitucional ha rechazado apartarlos gracias al voto en contra de los propios implicados. La ""justicia"" en España."
00483c4cd74379bc24034ae4085f852e,male,left,left,"Hoy cumple 75 años la gran Pepa Flores: ""Soy una obrera de la cultura. Me fusilarán antes que traicionar a mi clase"". Militante comunista, mostró su apoyo al PSUC en Catalunya y a Herri Batasuna en Euskal Herria, el padrino de su boda fue Fidel Castro."
00483c4cd74379bc24034ae4085f852e,male,left,left,Aquí el documental completo sobre esta masacre con responsabilidad del gobierno español.
00483c4cd74379bc24034ae4085f852e,male,left,left,Entre los ponentes de este Colegio Mayor: Santi [POLITICIAN]. Entre las juezas de los debates: Rosa Díaz y [POLITICIAN].
00483c4cd74379bc24034ae4085f852e,male,left,left,El periodista vasco Pablo González cumple 11 meses secuestrado en Polonia con la complicidad del gobierno y el silencio de los medios en España. Se enfrenta a 10 años de prisión. Su familia nos pide mantener la presión social y ayuda económica para los gastos de la defensa.
00483c4cd74379bc24034ae4085f852e,male,left,left,"Ayer, los ultraderechistas de Ultras Sur del Real Madrid sacaron una pancarta burlándose del holocausto nazi que ponía: ""Anna Frank es del Atleti"". Merece la pena volver a escuchar esto sobre lo que hizo con ellos el gran Viggo Mortensen."
00483c4cd74379bc24034ae4085f852e,male,left,left,El capo de la FIFA Infantino gana 3 millones de euros y vive en un palacio de Qatar para no pagar impuestos. La mafia del negocio del fútbol.
00483c4cd74379bc24034ae4085f852e,male,left,left,"Ahmed Atef Daragmah, 23 años, máximo goleador de la Liga profesional de fútbol en Palestina. Asesinado por Israel. Los grandes medios de comunicación callan ante este crimen contra un futbolista y el pueblo palestino."
00483c4cd74379bc24034ae4085f852e,male,left,left,Así mató Juan Carlos I (con 18 años y como cadete militar) a su hermano. Nunca se le hizo autopsia y Franco pidió a Portugal que no abriera investigación. La pistola fue lanzada al mar por su padre y el caso fue debidamente archivado y silenciado. Tremendo
00483c4cd74379bc24034ae4085f852e,male,left,left,"Florentino reconoció poner y quitar directores de medios, tener a mercenarios a sueldo como Inda y Ferreras y cerrar programas de la TV a su antojo. En lugar de abrir una investigación del caso se censuran los audios y se condena al medio que los difundió"
00483c4cd74379bc24034ae4085f852e,male,left,left,"Se acaba 2022 y me acaba de llegar una denuncia del ultraderechista [POLITICIAN] de [POLITICAL_PARTY]. En 'Florentino Pérez, el poder del palco' le dedico unas líneas y explico quién es este personaje pegado al palco del Bernabéu con familia con pasado nazi."
00483c4cd74379bc24034ae4085f852e,male,left,left,@user Cuando fue comprado por Qatar el diario AS publicó esta noticia.
00483c4cd74379bc24034ae4085f852e,male,left,left,La RFEF de Rubiales está comprando a medios de comunicación con publicidad. Se llevó la Supercopa de España a Arabia Saudí para llenarse los bolsillos de comisiones y vende que es para ayudar a cambiar su sociedad. No tienen vergüenza.
00483c4cd74379bc24034ae4085f852e,male,left,left,El árbitro de la FIFA revisando que el capitán Neuer no llevara el brazalete LGTBI. El Mundial de la vergüenza en Qatar.
00483c4cd74379bc24034ae4085f852e,male,left,left,Ibai Llanos ha rechazado ir con la selección española al Mundial de la infamia de Qatar. Es de los pocos streamers que se ha negado a cambiar su residencia a Andorra.
00483c4cd74379bc24034ae4085f852e,male,left,left,"Hoy son juzgados 2 policías locales de Palma de Mallorca por complicidad con los 'Ángeles del Infierno', una banda motera ultraderechista implicada en prostitución y blanqueo de capitales. Estos agentes ya fueron absueltos en la causa por corrupción del magnate Cursach."
00483c4cd74379bc24034ae4085f852e,male,left,left,"El libro en el que destripo la dictadura de Qatar y la corrupción del régimen español 'QATAR. Sangre, dinero y fútbol' ya es el libro más vendido de fútbol, y supera a 'Florentino Pérez, el poder del palco'. ."
00483c4cd74379bc24034ae4085f852e,male,left,left,@user Gracias! Espero que lo recomiendes para que abran los ojos!
00483c4cd74379bc24034ae4085f852e,male,left,left,Se cumple una semana del asesinato por parte de Israel al futbolista palestino Ahmed Atef Daragmah. Tenía 23 años y era el máximo goleador del Thaqafi Tulkarem. Ha sido ocultado en los grandes medios de comunicación y casi ningún compañero futbolista ha mostrado su solidaridad.
0483c4cd74379bc24034ae4085f852e,male,left,left,Dina Boluarte está masacrando al pueblo peruano. Llegó al poder jurando ante un crucifijo gigante y ha impuesto una dictadura militar con más de 60 manifestantes asesinados.
00584645548f8443d0aad9f6c1a61f52,male,right,right,"La Superliga es el lobo, que hoy se disfraza de abuelita para intentar engañar al fútbol europeo, pero SU nariz y SUS dientes son muy grandes, ¿cuatro divisiones en europa? Claro la primera para ellos, como en la reforma de 2019.¿Gobierno de los clubes? Claro solo de los grandes"
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Un mensaje a aquellos que os amparais en la noche para cometer delitos de odio, os localizaremos, conseguiremos condenas, para que terminéis en la cárcel, que es donde debéis estar.¡¡¡ BASTA YA!!!"
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Esto pasa cuando los tan repetidos Valores son de ""boquilla"", ""bien queda"" ""cosméticos"" ... y no se cree en ellos."
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Resumen de las mejores ""jugadas"" de la primera jornada de la Liga Genuine Santander celebrada en Tarragona. Gracias @user 🙏. Gracias @user  por acogernos🙏Gracias a los 300 voluntarios🙏. A todos 🙏. ¡COMPARTIR ANTES QUE COMPETIR!. [HASHTAG] 👇"
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Intensas jornadas de trabajo, estuvimos con el Ministro de Economía de EAU🇦🇪 organizador de Investopia, con el jefe de Gobierno del Emirato de Sharjah. Firmamos un gran acuerdo Galaxy Rider. Celebramos por primera vez una Asamblea General de la @user fuera de España. etc 👇👌"
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Oberva estos datos @user  encontrarás respuestas a muchas preguntas que te haces. Hay que informarse, estudiar, reflexionar...sacar conclusiónes y actuar. En temas tan serios e importantes para todos los clubes una actuación por impulsos lleva a la ruina a todos. 🤦🤦"
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Grabar Ministros, Pta del CSD, Pte de Laliga, poner detectives al Pte de AFE y periodistas, pagar comisiones ocultas a los órganos de la RFEF, viajar con novia ... etc según @user . Son actividades privadas no sujetas a control disciplinario 🤦🤦."
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Resulta que @user  al puro estilo Rubiales, vino con una grabadora escondida para grabar mis reacciones a sus denuncias falsas. Espionaje nivel Mortadelo. (2)"
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Si pero la empresa privada no está compuesta por los equipos más ricos del ciclismo,ni estos organizan el TOUR, no intoxiquemos por favor."
00584645548f8443d0aad9f6c1a61f52,male,right,right,La RFEF saca un comunicado en el que no niegan haberme espiado con micros ocultos utilizando como agentes a sus propios directivos. Su preocupación tiene más que ver con el Mundial 2030. Surrealista. (4)
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Con esta será la última contestación @user  sigues equivocado, y 40 clubes de @user tienen muy claro que la Superliga es la ruina del fútbol español, no es Tebas. El valor de los derechos de tv se genera porque se compite en @user no en torneos amistosos. Saludos."
00584645548f8443d0aad9f6c1a61f52,male,right,right,Hilo sobre la situación más surrealista que he vivido ultimamente. Este sábado me pidió reunise el Vicesecretario de la RFEF @user porque quería denunciar acoso y corrupción en el seno de la RFEF. (1)
00584645548f8443d0aad9f6c1a61f52,male,right,right,"23 días han pasado desde que fuí grabado por @user 🤦‍♂️ siguiendo intrucciones de Rubi 🤒(alias la grabadora),¿hasta cuándo este ""futbol policial""? Interesante lectura 👇. Gerardo González Otero: ""García Caba miente, la reunión con Tebas la pidió él"""
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Esta es la realidad, pese a que a alguno le duela. 👇👇👇"
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Al Sr. Romeu del @user ya le hemos explicado muchas veces y en detalle la situación. O no se ha enterado de nada, o le resulta más rentable y populista señalar a @user como comodín en cualquier declaración."
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Rubialejo hoy en @user  sobre CVC oculta que ya hay 2 informes de la abogacía del estado, el último 1-7-2022, que señala que la operación es LEGAL, olvida que 38 clubes profesionales están de acuerdo...claro con tantas reuniones/barbacoa con ""amigas"", no los ha debido leer. 🤦"
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Buen resumen de la entrevista que he concedido a la revista ""influencers"", contestó a muchos temas que permiten entender, de dónde viene @user hacia dónde va en la industria del fútbol, quienes ponen las ""zancadillas"",sus motivaciones para impedirlo... ."
00584645548f8443d0aad9f6c1a61f52,male,right,right,"La NO EXCLUSIVIDAD, es también un modelo en la explotación de contenidos deportivos y puede marcar la tendencia a medio plazo. Buscando el momento y mercados adecuados. 👇👇. Amazon entra en LaLiga SmartBank, que transmitirán al menos 10 operadores."
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Decían que eramos unos delincuentes e irresponsables por la operación con CVC.. Parece que la industria del fútbol se llena de delincuentes e irresponsables 😎(ironía). Inversiones por TODOS los clubes en infraestructura, digitalización...ES EL CAMINO💪."
00584645548f8443d0aad9f6c1a61f52,male,right,right,"¡¡Felicidades @user !!. Ser campeón de @user es ser campeón del talento, de la constancia y de la profesionalidad. Los valores necesarios para ganar la mejor liga del mundo."
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Interesante resolución judicial, recomiendo su lectura sobretodo a los Portacoces de la Superliga y a los ""naufragos"". Cuantos titulares hemos aguantado con la cautelarísima. La jueza de la Superliga alza la prohibición de sanciones de la UEFA a los clubes"
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Así explicamos en el @user  el daño que ocasionaría la Superliga a las Ligas Nacionales y sus clubes, habría un traspaso de una gran cantidad de ingresos a los clubes de la Superliga, aumentando aún más las diferencias económicas, que destruiría las Ligas Nacionales.😥👇"
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Tranquilo Gabriel,voy a estar únicamente 18 meses😂😂😂. Tenéis que ir pensando otro plan,de momento “el golpe” no está saliendo como preveíais!😉 Mucha suerte!😎"
00584645548f8443d0aad9f6c1a61f52,male,right,right,HERE WE GO! 🧤🚀 Con fuerza y motivación a por lo que viene ⚡💪🏼
00584645548f8443d0aad9f6c1a61f52,male,right,right,@user El tema es q si Argentina gana…la culpa la tiene [POLITICIAN]…pero si pierde tb!! Claro q si!!! Q cojones tendrá q ver el resultado de un Mundial de fútbol y la sanidad pública de la q tanto os quejáis??? Digo yo🤷🏻‍♂️
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Las medidas cautelarisimas que se han tomado contra @user  se toman sin oír a la @user  nos opendremos a las mismas en el procedimiento, esperemos el final 👇. Nota informativa de LaLiga ante el comunicado del FC Barcelona sobre la inscripción de Gavi."
00584645548f8443d0aad9f6c1a61f52,male,right,right,Enhorabuena a los campeones de @user y a todos los organizadores y participantes de [HASHTAG] Santander. Una vez más poniendo en valor el trabajo de cantera y de futuro de nuestros clubes. 🙌🙌
00584645548f8443d0aad9f6c1a61f52,male,right,right,"La Historia reconocerá a FP como uno de los mejores gestores de club , pero ser un gran gestor de club no implica ser un gran gestor de competiciones. Desde el desconocimiento FP lanza proclamas que pueden ""matar""al resto de clubes, incluso al @user ."
00584645548f8443d0aad9f6c1a61f52,male,right,right,"El Pte de la RFEF ""RUBÍ"", graba Ministros, Secretarios de Estado, Pte de Laliga,pone espías al Pte del sindicato AFE, a periodistas, viaja con novia, hace ""trampas"" en comisiones...¿hasta cuando la pasividad del ""POLICIA""?¿Quién será el próximo espiado?"
00584645548f8443d0aad9f6c1a61f52,male,right,right,". @user Hace 4 AÑOS, 8 partidos @user iban en el paquete básico de Movistar, después empezó a cobrar por estos partidos como hacía con el partidazo. No son datos comparables. Ya lo dijo FP👇y se explicó, no hagas tanto caso a lo que dice FP,en estos temas se equivoca"
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Lo de Al-Khelaifi es otro nivel. Nos toma a todos por tontos (ni él se cree sus mentiras) y se presenta en @user a dar lecciones con soberbia y arrogancia de ""nuevo rico"". Las normas no existen para el @user . Seguiremos luchando por un fútbol sostenible y sin trampas."
00584645548f8443d0aad9f6c1a61f52,male,right,right,Hacen que nos acostumbremos y parezca fácil pero lo que hacen nuestros clubes en Europa es Historia. ¡Gracias @user y @user por llevar el fútbol español a lo más alto! ¡Y enhorabuena al @user por la clasificación a la final de la ! Impresionante.
00584645548f8443d0aad9f6c1a61f52,male,right,right,¡Feliz día de nuestra Fiesta Nacional!. ¡Feliz día de la Hispanidad!. ¡Feliz día de la Virgen del Pilar!. ¡Feliz día de la Guardia Civil!. ¡Orgullosos de nuestra historia y tradiciones!. ¡Viva España!
00584645548f8443d0aad9f6c1a61f52,male,right,right,Porqué el marco fiscal condiciona tanto nuestra capacidad de atraer y retener en España al mejor talento futbolístico del mundo:. (charla con @user )
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Estimado @user  recuerda que el plan Impulso (CVC), solo el 15% es destinado a deuda, el 65% a infraestructuras para crecer TODOS los clubes incluido el @user . @user en abril del 21, en el @user reflejó con humor lo que supone la Superliga.👇"
00584645548f8443d0aad9f6c1a61f52,male,right,right,"En @user llevamos años luchando contra el RACISMO. @user es muy desafortunado,injusto y no es cierto publicar que ""@user no hace nada contra el racismo, infórmate mejor.Estamos a tu disposición para que TODOS JUNTOS, vayamos en la misma dirección.👇."
00584645548f8443d0aad9f6c1a61f52,male,right,right,Tremendo FAKE. Parece mentira que un medio como @user y @user puedan mentir de esta forma. Portacoces de intereses intoxicadores. Los 38 clubes implicados reciben el dinero.
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Estamos orgullosos de seguir firmando acuerdos con partners como Aramark, que nos permiten lanzar proyectos como @user TwentyNine's Madrid. Nuestro sports bar en Gran Vía, 53. Un espacio que aúna restauración, deporte, esports y mucho más, de forma innovadora y experiencial."
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Muy llamativas las declaraciones que cita hoy @user en @user ⬇️. Lo que la Justicia les deniega y el resto de clubes les rechaza, lo intentan conseguir con lobbismo rancio impropio de esta época. Ya lo dijimos, es increíble el poder de una persona (o de un palco)."
00584645548f8443d0aad9f6c1a61f52,male,right,right,Es imposible que el PSG cumpla las normas actuales de Fair Play financiero de la UEFA. (charla con @user )
00584645548f8443d0aad9f6c1a61f52,male,right,right,Nuestro campeón de @user se corona en Europa. Toda esta [HASHTAG] habéis simbolizado la integridad y la Historia en momentos difíciles para el fútbol.. ¡¡¡Gracias y enhorabuena @user !!!
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Estadio de La Cerámica renovado en tiempo récord con una inversión de 50M de euros fruto del Plan Impulso/CVC, el @user se hace más grande y hace más grande a la competición de @user  TODOS los clubes tienen derecho a tener modernos estadios 👍."
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Estimado @user , te paso los datos del raparto de tv del @user  comparado con clubes de la @user  sois perfectamente competitivos, @user ingresa menos, y vosotros como los grandes de la @user . Hay que informarse antes de ""rajar"". 👇👇"
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Impresionante imagen del beso de un padre a su hijo, el torero Gines Marín, con los muslos abiertos camino de enfermería después de una cornada con dos trayectorias. Esto también es el arte de la Tauromaquia, que trasciende al instinto humano."
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Hoy intervendremos en Bruselas para aclarar las FAKENEWS de la. SUPERLIGA , los reales efectos de la Superliga,. lo que realmente buscan estos 3 clubes ""ricos""... Y no lo que nos cuentan ultimamente sus ""corderitos"" de @user 👇"
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Florentino Pérez a @user ""No podemos permitir que los jóvenes amen cada vez menos el fútbol porque los partidos que ofrecemos son menos atractivos"" Por favor 🙏, que alguien le diga a este hombre que eso es una FAKENEWS, de tanto repetir una mentira se la acaban creyendo👇"
00584645548f8443d0aad9f6c1a61f52,male,right,right,"¡¡Espectacular!! Para @user (los de Superliga) el @user y sus aficionados no pueden jugar la Superliga, y así muchos clubes de Europa. Dicen que no generan dinero y sus partidos no son ""interesenates""😂😂. Lo que tienen que aprender.🤔🤔. [HASHTAG] 👇👇"
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Acertadisima apreciación de @user  (Ex directora general del CSD, ex alto cargo de la RFEF con funciones de integridad en la época de Rubiales...) sobre la decisión de hoy del presidente @user de no abrir expediente a Rubiales por prejudicialidad penal.👇👇👍👍"
00584645548f8443d0aad9f6c1a61f52,male,right,right,"En la @user tenemos un proyecto único:. ‘Global players program’, una oportunidad de formación para los futbolistas de nuestras competiciones. 📅 Mañana presentamos su segunda edición. Más información 👇."
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Ya no solo es el peligro de los clubes/estado, es que estos controlan operadores de tv, pagan y dejan de pagar,cumplen e incumplen contratos millonarios...a su antojo,como medida de presión para ""arrodillarnos""a sus deseos espureos , desde los diversos cargos , ,"
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Comenzamos una nueva TEMPORADA , de la liga de las auténticas ESTRELLAS y VALORES. 44 Clubes 💪💪."
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Os estáis intoxicando de tomar tantas ""pastillas para mentir""¿ Sobre qué formato de superliga ha preguntado la encuesta, si @user dice constantemente que no tienen formato definido?"". Y contar bien TODA encuesta que la conclusión no es la que decis.. . 🤥🤥"
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Es un honor para mi recibir este reconocimiento, y como he dicho en mi intervención seremos Embajador y guardián de la Tauromaquia que es una parte del Alma de España"". Gracias Simón Casas y Rafael G. Garrido por vuestro trabajo [HASHTAG]"
00584645548f8443d0aad9f6c1a61f52,male,right,right,"Una pena que tras semejante operativo de espionaje con detectives y bolis-grabadora, Rubiales no deje a Inda publicar TODA la conversación del sábado con @user hablando de Supercopa, NY, [POLITICIAN] Magro, Córdoba, Fuenlabrada, Aganzo, vivienda o autoridades públicas espiadas"
00778970ef0702316f52d047e10b0fa1,female,left,moderate_left,"👏🏼 Si es que no hay tierra como [HASHTAG] para disfrutar de una maravillosa gastronomía, y nuestros amigos del [HASHTAG] lo han vuelto a demostrar. 🙌🏼. 🏆¡Enhorabuena, equipo!"
00778970ef0702316f52d047e10b0fa1,female,left,moderate_left,En :. 👉7.500 personas se beneficiarán del aumento del Ingreso Mínimo Vital. 👉2.000 personas verán aumentadas sus pensiones no contributivas. 👉Las rentas inferiores de 14.000 euros recibirán un bono adicional de 200 euros.
00778970ef0702316f52d047e10b0fa1,female,left,moderate_left,"👷🏻‍♀️🦺La mejora de las vías de circulación en el mundo rural es una prioridad de nuestro gobierno.. La variante de [HASHTAG] contribuirá al desarrollo de la localidad y a la seguridad de la ciudadanía, además de solucionar una deuda con nuestros vecinos"
00778970ef0702316f52d047e10b0fa1,female,left,moderate_left,👩🏻‍⚕️ 15 plazas. 14 especialidades. Nuevos profesionales y consolidación de plazas. Así avanzamos con la integración del Hospital de : renovando equipamiento y ofreciendo a nuestros vecinos y vecinas de [HASHTAG] baja una mejor atención.
00778970ef0702316f52d047e10b0fa1,female,left,moderate_left,El salón de actos del bar de [HASHTAG] se ha convertido en un museo donde las vecinas y vecinos han expuesto sus obras y creatividades. 🙌🏻Una gran idea del municipio que ha servido para sacar la faceta artística de los ciudadanos.
00778970ef0702316f52d047e10b0fa1,female,left,moderate_left,"🤝 Gracias al convenio que firmamos con @user reforzamos la colaboración en materia social, científica, educativa y cultural. Además apoyamos la contratación de colectivos con dificultades especiales y la mejora de la calidad de vida de quienes más lo necesitan"
00778970ef0702316f52d047e10b0fa1,female,left,moderate_left,"🫅🏼🫅🏻🫅🏿 Los más peques (y los mayores) del Hospital San Pedro han recibido una visita muy especial, los Reyes Magos han venido a traerles regalos. ¡Cuánta ilusión nos ha hecho ver sus caritas de felicidad! 😍👏🏼"
00778970ef0702316f52d047e10b0fa1,female,left,moderate_left,"🤝 Bienvenido @user al Foro Económico de . Un placer poder escucharte y hablar contigo sobre la transformación económica riojana, la inversión en servicios públicos y el apoyo a nuestro tejido productivo"
00778970ef0702316f52d047e10b0fa1,female,left,moderate_left,"Continuamos el trabajo conjunto que el Gobierno de [HASHTAG] lleva adelante con el Gobierno de . Hoy avanzamos con @user  nueva delegada del Gobierno, en una agenda de oportunidades y medidas que beneficie a todas las riojanas y riojanos."
00778970ef0702316f52d047e10b0fa1,female,left,moderate_left,"¡[HASHTAG] viaja a la Edad Media! Mercaderes, artesanos, guerreros, bailarinas y maestros nos llevan al pasado. ¡Que bonita es , sus pueblos y sus tradiciones!"
00778970ef0702316f52d047e10b0fa1,female,left,moderate_left,"🏛El Camino de Santiago Francés es uno de los mayores vínculos que tenemos con nuestros vecinos, y juntos trabajamos por su conservación, difusión y puesta en valor. Encantada de haberme reunido con Enrique Maya, Presidente de la Asociación de Municipios del Camino De Santiago"
00778970ef0702316f52d047e10b0fa1,female,left,moderate_left,¡Felices fiestas !. ¡Qué alegría ver tantos amigos y amigas en Cenicero y reafirmar que la [HASHTAG] riojana está más viva que nunca gracias a una juventud que ama su tierra!. [HASHTAG]
00778970ef0702316f52d047e10b0fa1,female,left,moderate_left,"🫂 [HASHTAG] contará con un nuevo programa de atención social urgente en toda la CC.AA. para atender las 24h, los 365 días del año a mujeres víctimas de violencia de género o agresión sexual, a niños en situación de abandono y a mayores en situación de soledad."
00778970ef0702316f52d047e10b0fa1,female,left,moderate_left,"🤝Adquirimos el terreno el que se construirá el Centro Nacional de Tecnologías del Envase, en el polígono El Recuenco. Esta inversión, junto al acuerdo con el @user que nos permite ofrecer suelo industrial a 35€/m2, sitúa a [HASHTAG] a la vanguardia en política industrial"
00778970ef0702316f52d047e10b0fa1,female,left,moderate_left,"🏭 El tejido empresarial es parte fundamental del cambio. Las empresas tributan en , contratan más trabajadores, planifican ampliaciones y compran suelo industrial."
00778970ef0702316f52d047e10b0fa1,female,left,moderate_left,🫂Los voluntarios y voluntarias del Banco de Alimentos realizáis una gran labor desinteresada con los más desfavorecidos gracias al acopio y reparto de alimentos. Qué gran compromiso el vuestro y qué orgullo poder reconocéroslo. Gracias por vuestra solidaridad
00778970ef0702316f52d047e10b0fa1,female,left,moderate_left,"👩🏻‍⚕️🚘 Presentamos los nuevos vehículos eléctricos para facilitar los desplazamientos de los equipos de Atención Primaria rural. Nuestros vecinos y vecinas podrán disponer el mismo acceso a los servicios sanitarios, independientemente de doónde residan"
